PersonID,Question,Answer,left,right,Condition
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,UI + kein Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,UI + kein Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,UI + kein Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,2,überladen,aufgeräumt,UI + kein Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,ECA + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,ECA + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,3,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Gestaltung des Agenten hat mir gefallen,1,Drohne und Audio,Drohne ohne Audio,
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Gestaltung des Agenten hat mir gefallen,0,Drohne und Audio,Drohne ohne Audio,
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Gestaltung des Agenten hat mir gefallen,3,Drohne und Audio,Drohne ohne Audio,
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,ECA + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,ECA + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,UI + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,UI + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,ECA + kein Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,ECA + kein Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,UI + kein Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,UI + kein Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Gestaltung des Agenten hat mir gefallen,0,Drohne und Audio,Drohne ohne Audio,
0,Die Nennung des meines eigenen Namens während der Nutzung empfand ich als motivierend,0,Stimme nicht zu,Stimme zu,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,unpassend,passend,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,nutzlos,nützlich,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,nicht hilfreich,hilfreich,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,unintelligent,intelligent,
0,Der LLM Agent hat die Bedienung der VR-Lernanwendung vereinfacht,0,Stimme nicht zu,Stimme zu,
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,
0,Die Zusammenfassung meiner Lernsession hat mir beim Lernen geholfen.,0,Stimme nicht zu,Stimme zu,
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,ECA + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,ECA + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,ECA + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,ECA + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,UI + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,3,überladen,aufgeräumt,UI + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Gestaltung des Agenten hat mir gefallen,0,Drohne und Audio,Drohne ohne Audio,
0,Die Nennung des meines eigenen Namens während der Nutzung empfand ich als motivierend,0,Stimme nicht zu,Stimme zu,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,unpassend,passend,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,nutzlos,nützlich,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,nicht hilfreich,hilfreich,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,unintelligent,intelligent,
0,Der LLM Agent hat die Bedienung der VR-Lernanwendung vereinfacht,0,Stimme nicht zu,Stimme zu,
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,
0,Die Zusammenfassung meiner Lernsession hat mir beim Lernen geholfen.,0,Stimme nicht zu,Stimme zu,
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,ECA + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,ECA + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,ECA + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,ECA + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,UI + Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,UI + Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,UI + Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,ECA + kein Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,ECA + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,2,überladen,aufgeräumt,ECA + kein Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,ECA + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,langweilig,spanned,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,uninteressant,interessant,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,einschläfernd,aktivierend,UI + kein Audio
0,Die Beschäftigung mit dem Produkt empfinde ich als:,0,minderwertig,wertvoll,UI + kein Audio
0,Ich konnte gut mit dem Agenten lernen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Der Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,UI + kein Audio
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,UI + kein Audio
0,Die Gestaltung des Agenten hat mir gefallen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Ich konnte die Informationen gut verstehen,0,Stimme nicht zu,Stimme zu,UI + kein Audio
0,Durch die Abfrage des LLM Agenten konnte ich die Komponenten gut lernen,0,Stimme nicht zu,Stimme zu,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nutzlos,nützlich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht hilfreich,hilfreich,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht vorteilhaft,vorteilhaft,
0,Die Möglichkeit das Produkt zu nutzen empfinde ich als:,0,nicht lohnend,lohnend,
0,Die Gestaltung des Agenten hat mir gefallen,0,Drohne und Audio,Drohne ohne Audio,
0,Die Nennung des meines eigenen Namens während der Nutzung empfand ich als motivierend,0,Stimme nicht zu,Stimme zu,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,unpassend,passend,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,nutzlos,nützlich,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,nicht hilfreich,hilfreich,
0,Die Antworten und Fragen des Sprachassistenten sind:,0,unintelligent,intelligent,
0,Der LLM Agent hat die Bedienung der VR-Lernanwendung vereinfacht,0,Stimme nicht zu,Stimme zu,
0,Zum Lernen empfinde ich die Anwendung als:,0,langsam,schnell,
0,Zum Lernen empfinde ich die Anwendung als:,0,ineffizient,effizient,
0,Zum Lernen empfinde ich die Anwendung als:,0,unpragmatisch,pragmatisch,
0,Zum Lernen empfinde ich die Anwendung als:,0,überladen,aufgeräumt,
0,Die Zusammenfassung meiner Lernsession hat mir beim Lernen geholfen.,0,Stimme nicht zu,Stimme zu,
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,langweilig,spanned,ECA + Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,uninteressant,interessant,ECA + Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,einschläfernd,aktivierend,ECA + Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,minderwertig,wertvoll,ECA + Audio
15,Ich konnte gut mit dem LLM-Agenten lernen,4,Stimme nicht zu,Stimme zu,ECA + Audio
15,Der LLM-Agent hat mich Motiviert,0,Stimme nicht zu,Stimme zu,ECA + Audio
15,Zum Lernen empfinde ich die Anwendung als:,3,langsam,schnell,ECA + Audio
15,Zum Lernen empfinde ich die Anwendung als:,3,ineffizient,effizient,ECA + Audio
15,Zum Lernen empfinde ich die Anwendung als:,2,unpragmatisch,pragmatisch,ECA + Audio
15,Zum Lernen empfinde ich die Anwendung als:,4,überladen,aufgeräumt,ECA + Audio
15,Die Gestaltung des LLM-Agenten hat mir gefallen,5,Stimme nicht zu,Stimme zu,ECA + Audio
15,Ich hatte das Gefühl mit einer Person in der virtuellen Umgebung zu interagieren statt mit einer Computer-Simulation,3,Stimme nicht zu,Stimme zu,ECA + Audio
15,Ich konnte die Informationen gut verstehen,4,Stimme nicht zu,Stimme zu,ECA + Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,langweilig,spanned,ECA + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,uninteressant,interessant,ECA + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,5,einschläfernd,aktivierend,ECA + kein Audio
15,Die Beschäftigung mit der Lernanwendung empfinde ich als:,4,minderwertig,wertvoll,ECA + kein Audio
